date,Regular Tx,Fees burned,Internal Tx,Internal Event (excluding Tx)
2021-07-21,143004,477.47933550007986,61898,122454
2021-07-22,168567,451.2795285001176,56579,121124
2021-07-23,165965,460.22972675011954,48708,119335
2021-07-24,119193,301.67249700005436,52168,121883
2021-07-25,117523,331.2417230000506,50410,120319
2021-07-26,81816,250.52450749999662,64537,121004
2021-07-27,70623,220.17826949999719,50712,119900
2021-07-28,109859,348.12406500004073,52295,120660
2021-07-29,75411,199.38293624999733,66912,123817
2021-07-30,77599,271.7527912499965,71259,128122
2021-07-31,79087,222.42615250000026,82282,129606
2021-08-01,77553,233.34541149999694,58748,119038
2021-08-02,77368,264.9543754999995,59852,119988
2021-08-03,76195,176.25959699999996,55978,126426
2021-08-04,72295,248.35787074999988,52590,121005
2021-08-05,78731,206.1081189999947,51343,123914
2021-08-06,75169,165.71147274999998,49782,118154
2021-08-07,73663,155.26401725000014,47744,118250
2021-08-08,69261,171.1568237499966,39975,114454
2021-08-09,79650,267.16246649999897,61646,115575
2021-08-10,76777,187.73221238749957,56339,119018
2021-08-11,77732,195.78217899999999,55513,111962
2021-08-12,74940,193.39940074999814,49916,117175
2021-08-13,78913,158.6789664999997,46382,115254
2021-08-14,74349,240.1883940000052,45983,113159
2021-08-15,78830,162.21264525000126,55432,117820
2021-08-16,82095,229.00140474999392,66814,115528
2021-08-17,81165,557.8700350000148,75127,123433
2021-08-18,75064,190.95530799999923,57320,122065
2021-08-19,74842,177.30278049999896,63429,124161
2021-08-20,75387,150.84742325,48008,113553
2021-08-21,88364,186.6111564999949,66192,117206
2021-08-22,87795,218.68913975000584,54756,112399
2021-08-23,82072,339.06216375001037,70874,121235
2021-08-24,85619,247.72932374999965,80701,123395
2021-08-25,81503,225.9578434999994,74020,126780
2021-08-26,79446,343.7217117499991,96044,114774
2021-08-27,74750,222.19650049999933,64626,118576
2021-08-28,71690,166.3985530499998,55339,117418
2021-08-29,75080,165.9373020000003,57336,119599
2021-08-30,80350,232.43519508749898,73690,124196
2021-08-31,150073,879.8939848749884,444607,133757
2021-09-01,141903,803.8290711249928,455202,138733
2021-09-02,119046,636.5637704374969,404773,132260
2021-09-03,121460,583.4466315125002,385472,131511
2021-09-04,106017,496.1547238500003,302544,128944
2021-09-05,111443,679.5648254999924,319064,137599
2021-09-06,111273,743.369024074999,319854,130449
2021-09-07,111022,613.6418042999992,320726,140243
2021-09-08,99640,519.897248050002,275421,134717
2021-09-09,97941,460.11754650000245,267471,128685
2021-09-10,114849,515.0859752500025,305657,133648
2021-09-11,92158,360.8177375000015,232006,124398
2021-09-12,96937,382.05159250000077,237439,127970
2021-09-13,111138,579.485284212501,303603,141334
2021-09-14,103736,509.8592354999976,266858,129376
2021-09-15,95646,438.0354907999991,239005,122815
2021-09-16,96468,626.0761180999978,223204,126476
2021-09-17,92159,725.5807631874947,225735,126164
2021-09-18,88075,316.3473717499998,190782,125262
2021-09-19,87862,325.2536912999994,201857,120103
2021-09-20,105485,515.6544185000026,258667,133551
2021-09-21,87602,356.86042299999957,170917,124486
2021-09-22,82576,283.1499985000003,156367,121588
2021-09-23,87152,401.3402163000007,173278,126639
2021-09-24,84261,329.0945184625004,161172,127338
2021-09-25,77320,240.10451349999983,129311,123673
2021-09-26,78126,282.1922940499989,120603,120147
2021-09-27,87386,349.2178197499991,136367,122426
2021-09-29,75447,234.6061702999986,124403,119384
2021-09-30,84923,336.4486390749987,160339,121741
2021-10-01,96207,430.4394270000023,215850,130528
2021-10-02,84405,288.8029827499988,165398,123541
2021-10-03,92418,339.03833024999955,179032,123385
2021-10-04,91633,342.7004677624995,190305,121374
2021-10-05,92755,399.3054267499993,187084,121802
2021-10-06,86171,372.84784629999876,176440,121584
2021-10-07,85436,327.8125825000005,166791,120960
2021-10-08,84575,290.55031325,156972,121413
2021-10-09,82583,311.2125752500006,153671,121098
2021-10-10,101820,415.9904060499969,190121,135233
2021-10-11,102211,418.18708799999894,209726,134358
2021-10-12,92318,396.49186324999886,183540,130779
2021-10-13,79365,264.8094557499996,130373,119670
2021-10-14,79974,252.08007154999933,113153,124227
2021-10-15,83875,389.0655294999999,133576,128829
2021-10-16,81459,278.16653949999875,122178,128026
2021-10-17,80820,256.5967262999999,118348,124046
2021-10-18,90365,321.93772599999915,147841,121263
2021-10-19,76938,237.3320630499997,105636,114515
2021-10-20,77918,248.4850772999994,116482,119507
2021-10-21,85930,340.2547717999996,151501,126975
2021-10-22,75749,269.2494592499998,110746,117342
2021-10-23,73763,218.84612074999941,99811,116235
2021-10-24,72547,202.97332079999984,96990,111395
2021-10-25,91918,359.5144929999999,161956,116229
2021-10-26,85097,247.6330097999997,118425,108028
2021-10-27,79477,321.9245818000005,139851,112591
2021-10-28,71868,201.03403099999943,91260,105460
2021-10-29,70733,179.43817749999948,75794,100669
2021-10-30,66234,135.89215529999998,71006,103602
2021-10-31,73651,165.3312580000006,87390,104583
2021-11-01,79886,235.98383549999954,119259,108022
2021-11-02,76190,192.23764560000004,96398,105553
2021-11-07,76190,192.23764560000004,96398,105553
2021-11-08,81459,272.157762,119587,109175
2021-11-09,76197,218.99669199999977,107377,113126
2021-11-10,74848,282.711313262498,99156,107712
2021-11-11,72398,198.0069989999993,87079,110387
2021-11-12,72947,169.18006049999946,78784,108980
2021-11-13,75933,187.69176799999923,90458,114722
2021-11-14,79027,182.5379967500002,94039,109779
2021-11-15,90916,333.56841249999894,149740,114690
2021-11-16,83645,323.189728499999,115888,115356
2021-11-18,78090,271.79493449999956,109380,106213
2021-11-19,72622,215.50506224999927,84242,106995
2021-11-20,70598,224.7052462499989,84900,107966
2021-11-21,76834,193.83346624999976,90464,104975
2021-11-22,82017,301.13143874999935,118866,106811
2021-11-23,76237,268.94671549999947,87145,104539
2021-11-24,73414,220.08565849999945,87412,107997
2021-11-25,77555,251.11642000000072,105396,110243
2021-11-26,83425,386.1023197499987,146837,106994
2021-11-27,72094,185.6892012499994,81212,108812
2021-11-28,75675,210.0311489999989,92830,105693
2021-11-29,84230,412.3856474999964,104238,105628
2021-11-30,72904,330.43089549999564,76153,106824
2021-12-01,69771,160.24253649999935,67125,106993
2021-12-02,70648,222.1532787499996,69008,108528
2021-12-03,68384,161.91174874999962,62436,105013
2021-12-04,87928,492.63985650000023,131380,107007
2021-12-05,72145,197.27830799999998,73959,105123
2021-12-06,91940,442.1014582499933,130561,109382
2021-12-07,72845,218.55343174999922,68814,106455
2021-12-08,69424,151.77340250000026,57283,105331
2021-12-09,65832,178.16451625000056,54459,101018
2021-12-10,75380,203.86055250000214,72978,116927
2021-12-11,68704,139.3815940000013,52844,107771
2021-12-12,75112,171.9295167500011,51263,108031
2021-12-13,88237,300.7937482499936,93431,118492
2021-12-14,80955,249.1255042499963,73349,113257
2021-12-15,79500,238.2031067499939,60407,111861
2021-12-16,79747,189.3113592499951,55021,111187
2021-12-17,80908,237.54142100000016,70224,121214
2021-12-18,72172,191.2912517500011,77925,126380
2021-12-19,75646,208.83284725000044,89641,121503
2021-12-20,88797,283.2747330000013,111251,123615
2021-12-21,87192,286.73271362500014,92682,125262
2021-12-22,91593,1206.9728841874976,128036,131268
2021-12-23,89588,1303.0566309749931,131134,89850
2021-12-24,82683,734.099732624997,92445,78840
2021-12-25,75239,462.2583707499977,67468,69622
2021-12-26,79474,654.1683614374967,87128,70230
2021-12-27,98046,1071.3810962624993,123816,83161
2021-12-28,104819,2129.790026124996,164060,73304
2021-12-29,104454,3303.2124935625075,219346,67893
2021-12-30,87833,916.194128887497,89893,71095
2021-12-31,80075,720.8215839374994,79256,72128
2022-01-01,77478,499.2918659374976,67839,70227
2022-01-02,77843,655.9405005999981,71245,65917
2022-01-03,85033,771.8817621749985,91693,70333
2022-01-04,82135,704.162317937498,83600,79010
2022-01-05,79395,798.0726049874967,77209,68165
2022-01-06,87586,710.4428392625005,84091,68907
2022-01-07,79910,1124.416486887499,92071,71077
2022-01-08,82669,930.7108102749976,102714,71683
2022-01-09,82815,684.4406900499979,85234,78712
2022-01-10,91441,1092.2941131125021,105224,83501
2022-01-11,82647,728.9428040874938,72355,67561
2022-01-12,83073,745.5493911874985,85889,79323
2022-01-13,77384,583.9877546749976,67791,68812
2022-01-14,79152,698.5351721999972,74791,75039
2022-01-15,76024,483.9872888374973,65577,72678
2022-01-16,74450,498.46639339999706,64706,72561
2022-01-17,77387,773.5094685499964,75443,68604
2022-01-18,78202,824.8487122624986,80058,67031
2022-01-19,77981,545.5583204624967,72897,68468
2022-01-20,81754,789.234463224997,97568,70467
2022-01-21,90302,1863.478965912495,133681,66781
2022-01-22,107308,4178.827266662507,261450,70767
2022-01-23,85386,1102.6740064499982,102375,67940
2022-01-24,89534,1553.2295255999954,112797,75541
2022-01-25,80914,860.124345487497,84400,73151
2022-01-26,74709,819.1309707624972,71938,63864
2022-01-27,72712,731.9053712874969,65179,65331
2022-01-28,73207,689.5912397624975,63291,64648
2022-01-29,72878,644.6783814374962,63750,67581
2022-01-30,73227,542.6619924624991,61314,64549
2022-01-31,78394,825.7365688625139,77422,65086
2022-02-01,75358,701.097911162501,70405,62363
2022-02-02,73735,636.9858384999974,67019,66034
2022-02-03,78148,679.4642100374977,71226,69424
2022-02-04,77814,623.8483125749981,69025,67686
2022-02-05,72157,472.9033465874978,64156,67924
2022-02-06,78441,569.399447824999,72952,67998
2022-02-07,75933,687.9181345374968,71939,64354
2022-02-08,81002,977.3293252999858,68442,64538
2022-02-09,72850,544.4926616624982,58694,64948
2022-02-10,72850,544.4926616624982,58694,64948
2022-02-11,70528,566.6012779374984,57292,63259
2022-02-12,71839,435.744434074998,57634,63593
2022-02-13,80159,411.1552321374949,66088,63421
2022-02-14,69933,447.03943271249807,55219,62677
2022-02-15,73665,562.4086228999984,60228,61989
2022-02-16,71299,455.3699941374981,53928,65309
2022-02-17,72172,499.1101419499985,57550,68407
2022-02-18,71023,536.9977873124959,64793,67913
2022-02-19,67206,448.10126092500025,58385,61757
2022-02-20,67351,579.8747695250005,61039,61310
2022-02-21,73258,670.386626250001,74602,69258
2022-02-22,75586,677.5486692249993,71000,69167
2022-02-23,67263,426.9816168874999,52932,61083
2022-02-24,72982,1007.7151910624965,81432,59977
2022-02-25,67140,476.45981859999955,50531,61317
2022-02-26,62405,435.40816626249944,50144,58979
2022-02-27,67437,474.9596724000009,65805,62473
2022-02-28,69836,494.4207531874996,66675,62186
2022-03-01,68098,524.8087078375002,68605,64117
2022-03-02,63433,403.0649004249997,52158,63292
2022-03-03,62249,382.46641458749986,54598,62636
2022-03-04,62560,436.96130221249905,51511,61857
2022-03-05,59498,328.33087073749886,44215,58012
2022-03-06,62237,309.49624578749996,48892,60823
2022-03-07,63759,403.5384929375013,57965,60722
2022-03-08,68703,438.90225898749975,62227,62337
2022-03-09,66140,642.5419682999998,65101,58686
2022-03-10,76155,1320.710153450002,92801,52936
2022-03-11,60414,374.52731478749996,51492,62322
2022-03-12,64830,367.80795502500024,49638,56785
2022-03-13,62291,487.25539156250113,53815,64432
2022-03-14,63409,478.4749989499992,53149,57185
2022-03-15,65433,532.8855580499992,63315,64030
2022-03-16,61678,385.33027010000006,51966,64226
2022-03-17,62434,334.7494549874999,54637,65569
2022-03-18,62349,368.04730502500007,55381,63562
2022-03-19,61301,399.37186902500036,48074,61176
2022-03-20,61101,389.59699392499965,48979,63718
2022-03-21,62942,428.8801322250006,54877,62636
2022-03-22,64828,364.0819187124998,54763,61240
2022-03-23,63164,316.14734560000085,57709,64775
2022-03-24,63164,316.14734560000085,57709,64775
2022-03-25,63164,316.14734560000085,57709,64775
2022-03-26,61405,214.87688707500087,54226,63982
2022-03-27,64833,314.55484806250064,62190,62507
2022-03-28,67325,314.0050145750001,72405,63410
2022-03-29,66632,316.7262661750001,66477,58605
2022-03-30,61310,242.73771748750138,46282,58577
2022-03-31,64691,288.2012493499981,62456,66484
2022-04-01,64534,410.260537149999,61106,61109
2022-04-02,60387,228.49554179999996,50052,58822
2022-04-03,61399,255.95470998750017,51293,62613
2022-04-04,64319,336.2124776625004,68129,62572
2022-04-05,64452,311.6313169000007,54736,59926
2022-04-06,63057,345.9528715624995,61103,63773
2022-04-07,61399,290.13493379999994,54179,58932
2022-04-08,62120,288.92667608749974,52810,64103
2022-04-09,58358,213.55600387500004,41659,56236
2022-04-10,58862,236.00651938749994,45164,60665
2022-04-11,64920,355.32778651249987,64711,61523
2022-04-12,66490,276.63294527500034,51915,60855
2022-04-13,67655,356.76053322499547,54163,76618
2022-04-14,69727,296.9892738124967,57780,73932
2022-04-15,74573,376.8062395249992,55883,66598
2022-04-16,62791,299.33910616249875,41708,65430
2022-04-17,58299,223.00978628750002,38168,56388
2022-04-18,62656,268.1476150124998,46884,53202
2022-04-19,69783,337.43199986249977,61294,63063
2022-04-20,61715,731.9487201000015,41521,55445
2022-04-21,67945,330.29121552499913,58033,69197
2022-04-22,60187,440.7975132125005,40036,54331
2022-04-23,64864,280.2264878749984,57855,59663
2022-04-24,62429,275.5239008499975,46058,67046
2022-04-25,62833,270.4648280249998,44809,57480
2022-04-26,65945,274.83522221249984,49718,53982
2022-04-27,58334,189.29263042500003,33243,53870
2022-04-28,61777,207.94410887499916,51197,52895
2022-04-29,62336,214.9518574624997,54309,53393
2022-04-30,59454,246.83947346250008,41505,52007
2022-05-01,57882,275.384104275,41351,50898
2022-05-02,59815,247.89122322499983,41159,54901
2022-05-03,64425,285.48928811249965,54194,58119
2022-05-04,58693,279.69534736249983,42762,57812
2022-05-05,58411,261.14797245,47435,57511
2022-05-06,60103,286.7482696000003,41149,60136
2022-05-07,57498,174.3791375500001,32968,55341
2022-05-08,58824,282.38614976249994,44057,55041
2022-05-09,60812,345.15498657500007,65965,56236
2022-05-10,65789,345.0737036000004,59354,55587
2022-05-11,84579,1704.5639889624936,181872,54691
2022-05-12,82389,1452.6144667749932,132745,54154
2022-05-13,60681,473.53099052500005,62848,54088
2022-05-14,56770,239.50962875000005,34152,49426
2022-05-15,55941,222.99178034999971,42710,54987
2022-05-16,56494,216.7042894499999,41223,58135
2022-05-17,55476,226.06686126250003,39102,56961
2022-05-18,58015,248.85444141250002,40995,54052
2022-05-19,59806,245.41552239999993,46610,55976
2022-05-20,55889,177.48492404999985,34709,55830
2022-05-21,53930,141.66976547499996,29413,55042
2022-05-22,56689,195.09633550000015,35469,57071
2022-05-23,55935,251.98259669999993,38406,54949
2022-05-24,70857,242.9622783750041,40069,65287
2022-05-25,56220,234.06294052500007,32826,56872
2022-05-26,57434,208.20222121249995,38247,54891
2022-05-27,57054,355.2251507874958,36777,56400
2022-05-28,54567,127.83516250000004,29941,55429
2022-05-29,55726,159.4170383499999,34760,59211
2022-05-30,57560,194.71631007500005,35525,54803
2022-05-31,63142,274.32064421250044,45399,55915
2022-06-01,55681,287.74028277499974,30683,52795
2022-06-02,58808,293.1096706874999,37971,55685
2022-06-03,57211,209.37884090000014,33168,54496
2022-06-04,55028,148.87244854999992,28943,54528
2022-06-05,54330,126.0557240625,25778,52607
2022-06-06,53643,229.67914394999985,29653,52277
2022-06-07,66018,293.35319537500027,48293,60563
2022-06-08,59157,250.0955277125004,35216,62846
2022-06-09,58740,242.51979477499972,33530,62920
2022-06-10,56212,195.27889505000016,31438,55552
2022-06-11,55803,216.23162970000016,32980,53362
2022-06-12,56548,280.9615328375001,36834,55630
2022-06-13,66759,601.1438191500023,60997,56706
2022-06-14,58413,280.2550671124996,38596,54923
2022-06-15,60917,421.26040482499945,39414,59165
2022-06-16,57710,248.96931097499964,30560,62407
2022-06-17,61184,320.71623276249954,31281,71432
2022-06-18,56030,266.16019146249965,31944,59900
2022-06-19,63206,277.15891543749945,34271,68737
2022-06-20,60893,322.8372874749995,38929,68157
2022-06-21,59520,303.5653094624996,38565,62915
2022-06-22,57987,395.6493690374996,27749,60420
2022-06-23,57572,216.98156311249963,25447,56858
2022-06-24,55043,201.58563142499972,26963,52488
2022-06-25,53166,223.11388311249974,24186,51913
2022-06-26,55880,267.3596702499997,34072,58375
2022-06-27,56296,282.0147892249997,31699,54712
2022-06-28,55647,252.7452524124997,30830,52764
2022-06-29,54093,176.9835642249997,25846,52675
2022-06-30,54359,292.6025846124997,28851,52718
2022-07-01,53012,234.67814053749973,24696,52478
2022-07-02,51750,165.95199342499976,22089,50811
2022-07-03,54065,168.33864024999968,26359,56091
2022-07-04,57073,232.2217144624997,37989,65177
2022-07-05,57097,218.45551173749965,33073,61101
2022-07-06,57996,218.7242033249995,37443,66946
2022-07-07,56276,201.83648829999962,32595,61040
2022-07-08,55411,213.08686819999966,29213,57399
2022-07-09,52732,197.24154499999972,23386,54113
2022-07-10,53539,192.56948056249968,29582,54447
2022-07-11,55394,228.55769224999966,30115,59554
2022-07-12,58775,1130.7155947999995,225470,63159
2022-07-13,58396,387.0451069624996,47310,65949
2022-07-14,55540,290.83801637499965,39010,61261
2022-07-15,58442,288.26938111249956,38908,63371
2022-07-16,52325,215.18883073749973,28689,54115
2022-07-17,52938,196.8904029124997,29576,53338
2022-07-18,55400,328.3281774374996,37012,54232
2022-07-19,55555,314.2345233374997,35172,53316
2022-07-20,56741,385.4299680124996,37637,60375
2022-07-21,56804,428.8395177999996,36607,59170
2022-07-22,57734,357.6889839624996,39099,65341
2022-07-23,55357,286.9156739624996,31007,57989
2022-07-24,54097,248.12969438749968,29963,58438
2022-07-25,69730,409.46834971249933,35438,56353
2022-07-26,57394,345.5691886874996,35669,64470
2022-07-27,56019,342.25040349999966,28254,55491
2022-07-28,56715,347.6316646374997,31296,53311
2022-07-29,56313,324.49737851249967,28394,51496
2022-07-30,56400,354.58098282499964,31122,57380
2022-07-31,55187,365.26281913749966,38145,58197
2022-08-01,55361,420.5108557874997,39614,57048
2022-08-02,55796,371.78374983749967,34642,55580
2022-08-03,54183,381.07676853749973,33493,56126
2022-08-04,63328,375.18051736249924,38832,55615
2022-08-05,53591,382.58200647499973,31596,56083
2022-08-06,54330,297.57721909999964,32155,56667
2022-08-07,53209,243.09251247499972,27584,54849
2022-08-08,54699,318.9384630624997,32868,56119
2022-08-09,53909,367.55302106249974,34770,55556
2022-08-10,54204,263.9270418624997,28949,54087
2022-08-11,54774,320.4635251999997,34676,56569
2022-08-12,54204,378.6534797499997,31147,54566
2022-08-13,52444,244.07154567499975,26310,53964
2022-08-14,52299,233.53377761249976,25545,52865
2022-08-15,53292,367.3294631374997,32924,55722
2022-08-16,54427,524.5691231124997,29355,54468
2022-08-17,55404,432.4836772999997,33576,58422
2022-08-18,55601,240.18349432499969,32821,60769
2022-08-19,56263,775.8407254499997,41144,59088
2022-08-20,57529,474.5361817999996,40769,58050
2022-08-21,53563,273.2370834874997,30826,55662
2022-08-22,55408,694.4148929249997,36587,54951
2022-08-23,56955,351.43772654999964,33646,54498
2022-08-24,54538,331.5679422874997,30705,56247
2022-08-25,55864,328.3598569499997,38804,61656
2022-08-26,57323,389.48825858749973,35768,60687
2022-08-27,55427,401.0108723999997,32494,57593
2022-08-28,54338,240.21155406249972,27780,54414
2022-08-29,53935,331.4692516874997,29677,56748
2022-08-30,56570,370.61438956249964,40075,60224
2022-08-31,55516,376.8605501874997,30426,59209
2022-09-01,56000,271.92098832499966,33920,58785
2022-09-02,54357,241.9319727999997,29307,57774
2022-09-03,50465,183.5289811249998,22142,53599
2022-09-04,52734,209.88261183749975,26690,54652
2022-09-05,55180,283.18999684999966,31798,55624
2022-09-06,55161,342.8917369499997,36940,57671
2022-09-07,54262,668.5801527249997,27909,54731
2022-09-08,53483,419.2577900999997,25354,49156
2022-09-09,56254,641.7907132999997,63921,61277
2022-09-10,52990,295.39882124999974,31016,55337
2022-09-11,55620,281.8034730249996,29062,55670
2022-09-12,52943,317.06068123749975,29186,54636
2022-09-13,54802,353.0095048499997,28619,53492
2022-09-14,52283,459.52142667499976,23999,53670
2022-09-15,53992,431.02498437499975,26533,55508
2022-09-16,51905,228.9571966499998,23345,53796
2022-09-17,52670,202.29298789999973,22000,52947
2022-09-18,53384,256.7586805999997,24797,53286
2022-09-19,60324,320.2988165999996,26444,53469
2022-09-20,52969,369.11432416249977,25104,53355
2022-09-21,53587,351.1602213374997,26244,54190
2022-09-22,53251,319.98022502499975,26980,54968
2022-09-23,53592,277.1518774999997,25127,55071
2022-09-24,51758,219.56697004999975,23912,54742
2022-09-25,52984,204.1722010749997,23218,53172
2022-09-26,54235,281.9612858249997,28819,56335
2022-09-27,54107,305.6677038249997,27464,54053
2022-09-28,52371,255.59629596249977,21610,53312
2022-09-29,53365,205.61118356249975,22557,54454
2022-09-30,52821,196.08558981249973,21717,54427
2022-10-01,51472,174.82154069999976,20458,53670
2022-10-02,52802,185.59813133749972,22542,52672
2022-10-03,53369,232.32277041249966,27609,57165
2022-10-04,54885,325.47213194999966,32047,58839
2022-10-05,53528,208.0598775124997,22607,56133
2022-10-06,52684,187.41676169999974,21874,54807
2022-10-07,52250,187.21928618749976,20212,54163
2022-10-08,51300,185.76604319999976,19877,55074
2022-10-09,51628,170.17564966249972,20170,53091
2022-10-10,51269,230.84950841249977,21614,53595
2022-10-11,53408,228.01322313749975,22538,53247
2022-10-12,51668,205.99616148749976,21902,54948
2022-10-13,53100,346.39987422499973,28154,54448
2022-10-14,53383,197.19968661249973,16668,48925
2022-10-15,51130,136.48680011249976,16905,52358
2022-10-16,52580,187.6155427749997,22210,52690
2022-10-17,54578,262.2074535874997,25617,53454
2022-10-18,53392,231.8591426749997,24208,53541
2022-10-19,55103,316.3949933374997,26138,53792
2022-10-20,51787,241.54583002499976,20460,53275
2022-10-21,52971,210.31199294999973,22258,53898
2022-10-22,50345,204.85722491249982,18160,52275
2022-10-23,52934,181.79741686249972,20412,52638
2022-10-24,54335,215.85742967499968,24285,56566
2022-10-25,62914,322.3989315499993,29449,54304
2022-10-26,53889,268.8120486499997,24858,54510
2022-10-27,53028,234.2112917749997,22114,52666
2022-10-28,52570,282.91187924999974,21914,52991
2022-10-29,52981,240.6769922249997,22585,53511
2022-10-30,52954,206.3526926374997,21495,52540
2022-10-31,56873,450.0615259749996,28964,52732
2022-11-01,53857,301.44333997499973,24902,52759
2022-11-02,53988,327.6758215999997,25678,53641
2022-11-03,52570,244.74748113749976,22673,52625
2022-11-04,54075,260.21903953749967,24099,53883
2022-11-05,52337,224.00533637499976,21352,51457
2022-11-06,53881,231.88234842499966,23007,51769
2022-11-07,54395,337.3321207374997,24123,53238
2022-11-08,58524,766.3357483999996,42306,52279
2022-11-09,61230,1039.6996637749996,48071,50553
2022-11-10,54127,312.9587058999997,23598,51335
2022-11-11,52941,241.94728569999975,21102,51430
2022-11-12,52593,236.3652673624997,23748,53600
2022-11-13,54131,263.44016527499974,22951,51860
2022-11-14,53656,278.19858504999974,22013,51916
2022-11-15,53393,262.40930951249976,22598,51452
2022-11-16,53277,304.1181740374997,21347,52494
2022-11-17,51862,199.36872352499975,19283,52827
2022-11-18,51445,238.87762133749976,16534,51095
2022-11-19,51368,184.3760526124998,15736,50398
2022-11-20,53422,210.41969361249969,20201,50381
2022-11-21,52018,251.69068653749977,17524,50828
2022-11-22,52285,275.9272066499998,21805,53151
2022-11-23,51528,268.7133642749998,19034,54093
2022-11-24,51751,195.48440343749976,18937,52919
2022-11-25,51274,244.24191997499977,19806,54740
2022-11-26,50667,174.10999271249977,18903,54172
2022-11-27,51574,165.04683096249977,18534,52543
2022-11-28,52097,289.56059422499976,18472,52966
2022-11-29,52080,274.88513031249977,21166,52785
2022-11-30,56656,567.7681965749997,34417,54846
2022-12-01,51578,218.87313654999977,19449,52732
2022-12-02,51517,222.53779413749976,19157,53316
2022-12-03,48872,193.6530974249998,14743,52486
2022-12-04,51900,213.60998449999974,19249,52176
2022-12-05,50748,240.1649861999998,17557,53288
2022-12-06,50930,194.80369971249976,17600,52074
2022-12-07,50935,241.73378541249977,14256,48102
2022-12-08,50895,182.45868737499978,12950,47126
2022-12-09,51307,180.36110073749975,14482,49175
2022-12-10,51614,157.10916803749976,13656,48425
2022-12-11,51425,167.66454633749973,15625,48647
2022-12-12,51168,170.00325829999977,13059,47855
2022-12-13,51618,221.6731417874998,15360,47582
2022-12-14,51484,242.13704252499977,13456,47704
2022-12-15,51048,180.88693971249978,11701,47394
2022-12-16,52947,296.0051613874997,19522,50860
2022-12-17,50127,193.3276240374998,12907,46663
2022-12-18,51952,169.71942287499974,17935,51806
2022-12-19,51019,230.01107386249979,19578,52378
2022-12-20,52320,237.53244668749974,18149,50393
2022-12-21,51419,154.88386156249976,13385,47863
2022-12-22,51733,196.79753991249976,18334,52097
2022-12-23,50642,193.8969889999998,15334,49584
2022-12-24,49473,140.88312541249982,15511,52191
2022-12-25,49932,163.73398673749978,17160,53776
2022-12-26,52910,189.87783507499972,21165,54321
2022-12-27,51551,246.37047488749977,20482,53940
